season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share,normal
11,3,percent,Margaret Cho,18,181455,Louis van Amstel,Comedian,United States,41,0.016495917,0.081447964,0.181818182
11,3,percent,Brandy,24,1171494,Maksim Chmerkoskiy,Singer/Rapper,United States,31,0.106499503,0.108597285,0.727272727
11,3,percent,The Situation,20,1245188,Karina Smirnoff,TV Personality,United States,28,0.113198961,0.090497738,0.272727273
11,3,percent,Audrina Patridge,26,1149855,Tony Dovolani,TV Personality,United States,25,0.10453232,0.117647059,0.454545455
11,3,percent,Bristol Palin,19,1289490,Mark Ballas,TV Personality,United States,19,0.117226417,0.085972851,0.818181818
11,4,percent,Florence Henderson,17.5,1384635,Corky Ballas,Actor/Actress,United States,76,0.125875966,0.097765363,0.363636364
11,4,percent,Kyle Massey,20,1323547,Lacey Schwimmer,Actor/Actress,United States,19,0.120322509,0.111731844,0.909090909
11,4,percent,Jennifer Grey,28,1281946,Derek Hough,Actor/Actress,United States,50,0.116540598,0.156424581,1
11,4,percent,Rick Fox,19.5,1325768,Cheryl Burke,Athlete,Canada,41,0.120524418,0.108938547,0.545454545
11,4,percent,Kurt Warner,17,1401040,Anna Trebunskaya,Athlete,United States,39,0.127367331,0.094972067,0.636363636
11,4,percent,Brandy,24,1296261,Maksim Chmerkoskiy,Singer/Rapper,United States,31,0.117841963,0.134078212,0.727272727
11,4,percent,The Situation,14,256373,Karina Smirnoff,TV Personality,United States,28,0.023306647,0.078212291,0.272727273
11,4,percent,Audrina Patridge,23,1295264,Tony Dovolani,TV Personality,United States,25,0.117751326,0.12849162,0.454545455
11,4,percent,Bristol Palin,16,1435161,Mark Ballas,TV Personality,United States,19,0.130469241,0.089385475,0.818181818
11,5,percent,Florence Henderson,21,250868,Corky Ballas,Actor/Actress,United States,76,0.019297544,0.115384615,0.363636364
11,5,percent,Kyle Massey,20,1954009,Lacey Schwimmer,Actor/Actress,United States,19,0.150308431,0.10989011,0.909090909
11,5,percent,Jennifer Grey,25,1699942,Derek Hough,Actor/Actress,United States,50,0.130764809,0.137362637,1
11,5,percent,Rick Fox,24,1745955,Cheryl Burke,Athlete,Canada,41,0.134304272,0.131868132,0.545454545
11,5,percent,Kurt Warner,24,1753950,Anna Trebunskaya,Athlete,United States,39,0.134919272,0.131868132,0.636363636
11,5,percent,Brandy,27,1702885,Maksim Chmerkoskiy,Singer/Rapper,United States,31,0.130991194,0.148351648,0.727272727
11,5,percent,Audrina Patridge,23,1782306,Tony Dovolani,TV Personality,United States,25,0.137100504,0.126373626,0.454545455
11,5,percent,Bristol Palin,18,2110081,Mark Ballas,TV Personality,United States,19,0.162313973,0.098901099,0.818181818
11,6,percent,Kyle Massey,29.9999,2033160,Lacey Schwimmer,Actor/Actress,United States,19,0.156396947,0.144927543,0.909090909
11,6,percent,Jennifer Grey,29,2150041,Derek Hough,Actor/Actress,United States,50,0.165387795,0.140097092,1
11,6,percent,Rick Fox,30,2048918,Cheryl Burke,Athlete,Canada,41,0.157609101,0.144928026,0.545454545
11,6,percent,Kurt Warner,21.9999,2564230,Anna Trebunskaya,Athlete,United States,39,0.197248492,0.10628007,0.636363636
11,6,percent,Brandy,35.9999,1757044,Maksim Chmerkoskiy,Singer/Rapper,United States,31,0.135157252,0.173913148,0.727272727
11,6,percent,Audrina Patridge,31.9998,251295,Tony Dovolani,TV Personality,United States,25,0.019330388,0.154588929,0.454545455
11,6,percent,Bristol Palin,27.9998,2195310,Mark Ballas,TV Personality,United States,19,0.168870026,0.135265192,0.818181818
11,7,percent,Kyle Massey,33.5,2597731,Lacey Schwimmer,Actor/Actress,United States,19,0.199825523,0.160671463,0.909090909
11,7,percent,Jennifer Grey,36.5,2421285,Derek Hough,Actor/Actress,United States,50,0.18625275,0.175059952,1
11,7,percent,Rick Fox,34.5,364212,Cheryl Burke,Athlete,Canada,41,0.028016316,0.165467626,0.545454545
11,7,percent,Kurt Warner,35,2514415,Anna Trebunskaya,Athlete,United States,39,0.193416598,0.167865707,0.636363636
11,7,percent,Brandy,36.5,2432842,Maksim Chmerkoskiy,Singer/Rapper,United States,31,0.18714175,0.175059952,0.727272727
11,7,percent,Bristol Palin,32.5,2669511,Mark Ballas,TV Personality,United States,19,0.205347063,0.1558753,0.818181818
11,8,percent,Kyle Massey,28,3002910,Lacey Schwimmer,Actor/Actress,United States,19,0.230993112,0.211320755,0.909090909
11,8,percent,Jennifer Grey,28.5,2980241,Derek Hough,Actor/Actress,United States,50,0.229249343,0.21509434,1
11,8,percent,Kurt Warner,24,598519,Anna Trebunskaya,Athlete,United States,39,0.04603993,0.181132075,0.636363636
11,8,percent,Brandy,28.5,3009855,Maksim Chmerkoskiy,Singer/Rapper,United States,31,0.231527343,0.21509434,0.727272727
11,8,percent,Bristol Palin,23.5,3408473,Mark Ballas,TV Personality,United States,19,0.262190271,0.177358491,0.818181818
11,9,percent,Kyle Massey,29,3978960,Lacey Schwimmer,Actor/Actress,United States,19,0.306073893,0.254385965,0.909090909
11,9,percent,Jennifer Grey,30,3879605,Derek Hough,Actor/Actress,United States,50,0.2984312,0.263157895,1
11,9,percent,Brandy,28.5,818316,Maksim Chmerkoskiy,Singer/Rapper,United States,31,0.062947394,0.25,0.727272727
11,9,percent,Bristol Palin,26.5,4323117,Mark Ballas,TV Personality,United States,19,0.332547513,0.23245614,0.818181818
11,10,percent,Kyle Massey,27.3332,5562487,Lacey Schwimmer,Actor/Actress,United States,19,0.278124378,0.329316456,0.909090909
11,10,percent,Jennifer Grey,30,12042886,Derek Hough,Actor/Actress,United States,50,0.60214436,0.361446654,1
11,10,percent,Bristol Palin,25.6666,2394625,Mark Ballas,TV Personality,United States,19,0.119731262,0.30923689,0.818181818
12,2,percent,Ralph Macchio,21,1059113,Karina Smirnoff,Actor/Actress,United States,49,0.096283053,0.097222222,0.7
12,2,percent,Chelsea Kane,18,1121056,Mark Ballas,Actor/Actress,United States,22,0.101914237,0.083333333,0.8
12,2,percent,Kirstie Alley,20,1056444,Maksim Chmerkoskiy,Actor/Actress,United States,60,0.096040416,0.092592593,0.9
12,2,percent,Hines Ward,23,1027221,Kym Johnson,Athlete,South Korea,35,0.093383778,0.106481481,1
12,2,percent,Sugar Ray Leonard,17,1158074,Anna Trebunskaya,Athlete,United States,54,0.105279512,0.078703704,0.2
12,2,percent,Chris Jericho,23,1034915,Cheryl Burke,Athlete,United States,40,0.094083233,0.106481481,0.4
12,2,percent,Petra Nemcova,18,1126874,Dmitry Chaplin,Model,Czechoslovakia,31,0.102443147,0.083333333,0.3
12,2,percent,Mike Catherwood,17,135038,Lacey Schwimmer,Radio Personality,United States,32,0.012276189,0.078703704,0
12,2,percent,Romeo,23,1042792,Chelsie Hightower,Singer/Rapper,United States,21,0.094799324,0.106481481,0.6
12,2,percent,Wendy Williams,17,1150985,Tony Dovolani,TV Personality,United States,46,0.104635057,0.078703704,0.1
12,2,percent,Kendra Wilkinson,19,1087482,Louis van Amstel,TV Personality,United States,25,0.098862054,0.087962963,0.5
12,3,percent,Ralph Macchio,21,1204950,Karina Smirnoff,Actor/Actress,United States,49,0.109540979,0.098130841,0.7
12,3,percent,Chelsea Kane,23,1178567,Mark Ballas,Actor/Actress,United States,22,0.107142523,0.107476636,0.8
12,3,percent,Kirstie Alley,21,1195708,Maksim Chmerkoskiy,Actor/Actress,United States,60,0.108700796,0.098130841,0.9
12,3,percent,Hines Ward,25,1163622,Kym Johnson,Athlete,South Korea,35,0.105783885,0.11682243,1
12,3,percent,Sugar Ray Leonard,20,1233513,Anna Trebunskaya,Athlete,United States,54,0.112137617,0.093457944,0.2
12,3,percent,Chris Jericho,21,1214321,Cheryl Burke,Athlete,United States,40,0.110392888,0.098130841,0.4
12,3,percent,Petra Nemcova,25,1175573,Dmitry Chaplin,Model,Czechoslovakia,31,0.106870341,0.11682243,0.3
12,3,percent,Romeo,20,1227018,Chelsie Hightower,Singer/Rapper,United States,21,0.111547162,0.093457944,0.6
12,3,percent,Wendy Williams,15,233005,Tony Dovolani,TV Personality,United States,46,0.021182286,0.070093458,0.1
12,3,percent,Kendra Wilkinson,23,1173716,Louis van Amstel,TV Personality,United States,25,0.106701522,0.107476636,0.5
12,4,percent,Ralph Macchio,25,1291533,Karina Smirnoff,Actor/Actress,United States,49,0.117412144,0.121359223,0.7
12,4,percent,Chelsea Kane,26,1274870,Mark Ballas,Actor/Actress,United States,22,0.115897325,0.126213592,0.8
12,4,percent,Kirstie Alley,22,1365190,Maksim Chmerkoskiy,Actor/Actress,United States,60,0.124108238,0.106796117,0.9
12,4,percent,Hines Ward,25,1296610,Kym Johnson,Athlete,South Korea,35,0.11787369,0.121359223,1
12,4,percent,Sugar Ray Leonard,21,169292,Anna Trebunskaya,Athlete,United States,54,0.015390189,0.101941748,0.2
12,4,percent,Chris Jericho,23,1348608,Cheryl Burke,Athlete,United States,40,0.122600783,0.111650485,0.4
12,4,percent,Petra Nemcova,23,1337570,Dmitry Chaplin,Model,Czechoslovakia,31,0.121597328,0.111650485,0.3
12,4,percent,Romeo,23,1325207,Chelsie Hightower,Singer/Rapper,United States,21,0.120473418,0.111650485,0.6
12,4,percent,Kendra Wilkinson,18,1591115,Louis van Amstel,TV Personality,United States,25,0.144646884,0.087378641,0.5
12,5,percent,Ralph Macchio,22,1924407,Karina Smirnoff,Actor/Actress,United States,49,0.148031353,0.113402062,0.7
12,5,percent,Chelsea Kane,26,1761624,Mark Ballas,Actor/Actress,United States,22,0.13550958,0.134020619,0.8
12,5,percent,Kirstie Alley,23,1873105,Maksim Chmerkoskiy,Actor/Actress,United States,60,0.144085044,0.118556701,0.9
12,5,percent,Hines Ward,27,1725267,Kym Johnson,Athlete,South Korea,35,0.132712887,0.139175258,1
12,5,percent,Chris Jericho,26,1772591,Cheryl Burke,Athlete,United States,40,0.136353196,0.134020619,0.4
12,5,percent,Petra Nemcova,22,251096,Dmitry Chaplin,Model,Czechoslovakia,31,0.019315083,0.113402062,0.3
12,5,percent,Romeo,26,1749571,Chelsie Hightower,Singer/Rapper,United States,21,0.134582426,0.134020619,0.6
12,5,percent,Kendra Wilkinson,22,1942335,Louis van Amstel,TV Personality,United States,25,0.149410431,0.113402062,0.5
12,6,percent,Ralph Macchio,24,2192389,Karina Smirnoff,Actor/Actress,United States,49,0.168645347,0.133333333,0.7
12,6,percent,Chelsea Kane,28,2039393,Mark Ballas,Actor/Actress,United States,22,0.156876421,0.155555556,0.8
12,6,percent,Kirstie Alley,26,2117290,Maksim Chmerkoskiy,Actor/Actress,United States,60,0.162868499,0.144444444,0.9
12,6,percent,Hines Ward,27,2063965,Kym Johnson,Athlete,South Korea,35,0.158766575,0.15,1
12,6,percent,Chris Jericho,22,349710,Cheryl Burke,Athlete,United States,40,0.026900775,0.122222222,0.4
12,6,percent,Romeo,28,2070064,Chelsie Hightower,Singer/Rapper,United States,21,0.159235729,0.155555556,0.6
12,6,percent,Kendra Wilkinson,25,2167186,Louis van Amstel,TV Personality,United States,25,0.166706654,0.138888889,0.5
12,7,percent,Ralph Macchio,33,2438550,Karina Smirnoff,Actor/Actress,United States,49,0.187580813,0.175066313,0.7
12,7,percent,Chelsea Kane,32,2520041,Mark Ballas,Actor/Actress,United States,22,0.193849352,0.169761273,0.8
12,7,percent,Kirstie Alley,30,2603127,Maksim Chmerkoskiy,Actor/Actress,United States,60,0.200240585,0.159151194,0.9
12,7,percent,Hines Ward,33,2469229,Kym Johnson,Athlete,South Korea,35,0.189940736,0.175066313,1
12,7,percent,Romeo,30,2587075,Chelsie Hightower,Singer/Rapper,United States,21,0.199005815,0.159151194,0.6
12,7,percent,Kendra Wilkinson,30.5,381975,Louis van Amstel,TV Personality,United States,25,0.029382699,0.161803714,0.5
12,8,percent,Ralph Macchio,23,3435713,Karina Smirnoff,Actor/Actress,United States,49,0.264285676,0.176923077,0.7
12,8,percent,Chelsea Kane,27.5,2973983,Mark Ballas,Actor/Actress,United States,22,0.228767976,0.211538462,0.8
12,8,percent,Kirstie Alley,26.5,3076155,Maksim Chmerkoskiy,Actor/Actress,United States,60,0.236627362,0.203846154,0.9
12,8,percent,Hines Ward,27,2988161,Kym Johnson,Athlete,South Korea,35,0.229858592,0.207692308,1
12,8,percent,Romeo,26,525985,Chelsie Hightower,Singer/Rapper,United States,21,0.040460394,0.2,0.6
12,9,percent,Ralph Macchio,24,1032417,Karina Smirnoff,Actor/Actress,United States,49,0.079416705,0.204255319,0.7
12,9,percent,Chelsea Kane,36.5,3708873,Mark Ballas,Actor/Actress,United States,22,0.285297967,0.310638298,0.8
12,9,percent,Kirstie Alley,27,4239998,Maksim Chmerkoskiy,Actor/Actress,United States,60,0.326153742,0.229787234,0.9
12,9,percent,Hines Ward,30,4018710,Kym Johnson,Athlete,South Korea,35,0.309131586,0.255319149,1
12,10,percent,Chelsea Kane,29.6666,2186142,Mark Ballas,Actor/Actress,United States,22,0.109307105,0.339694801,0.8
12,10,percent,Kirstie Alley,27.9999,5826686,Maksim Chmerkoskiy,Actor/Actress,United States,60,0.291334315,0.320610399,0.9
12,10,percent,Hines Ward,29.6666,11987171,Kym Johnson,Athlete,South Korea,35,0.59935858,0.339694801,1
13,1,percent,Elisabetta Canalis,15,1051150,Valentin Chmerkovskiy,Actor/Actress,Italy,33,0.09555916,0.069124424,0
13,1,percent,David Arquette,18,975409,Kym Johnson,Actor/Actress,United States,40,0.08867361,0.082949309,0.5
13,1,percent,Ricki Lake,20,968222,Derek Hough,Actor/Actress,United States,42,0.088020246,0.092165899,0.8
13,1,percent,J.R. Martinez,22,948224,Karina Smirnoff,Actor/Actress,United States,28,0.086202245,0.101382488,1
13,1,percent,Metta World Peace (Ron),14,145742,Peta Murgatroyd,Athlete,United States,31,0.013249282,0.064516129,-0.1
13,1,percent,Hope Solo,21,959026,Maksim Chmerkoskiy,Athlete,United States,30,0.087184245,0.096774194,0.7
13,1,percent,Chynna Phillips,22,961792,Tony Dovolani,Singer/Rapper,United States,43,0.0874357,0.101382488,0.2
13,1,percent,Kristin Cavallari,19,969687,Mark Ballas,TV Personality,United States,24,0.088153428,0.087557604,0.1
13,1,percent,Carson Kressley,17,988813,Anna Trebunskaya,TV Personality,United States,41,0.089892156,0.078341014,0.3
13,1,percent,Chaz Bono,17,994332,Lacey Schwimmer,TV Personality,United States,42,0.090393884,0.078341014,0.4
13,1,percent,Nancy Grace,16,1016699,Tristan MacManus,TV Personality,United States,51,0.092427249,0.073732719,0.6
13,1,percent,Rob Kardashian,16,1020896,Cheryl Burke,TV Personality,United States,24,0.092808795,0.073732719,0.9
13,2,percent,Elisabetta Canalis,21,90690,Valentin Chmerkovskiy,Actor/Actress,Italy,33,0.00824455,0.094170404,0
13,2,percent,David Arquette,18,1215309,Kym Johnson,Actor/Actress,United States,40,0.110482697,0.080717489,0.5
13,2,percent,Ricki Lake,23,972762,Derek Hough,Actor/Actress,United States,42,0.088432957,0.103139013,0.8
13,2,percent,J.R. Martinez,22,1011698,Karina Smirnoff,Actor/Actress,United States,28,0.091972596,0.098654709,1
13,2,percent,Hope Solo,19,1147880,Maksim Chmerkoskiy,Athlete,United States,30,0.104352784,0.085201794,0.7
13,2,percent,Chynna Phillips,21,1014930,Tony Dovolani,Singer/Rapper,United States,43,0.092266414,0.094170404,0.2
13,2,percent,Kristin Cavallari,22,987648,Mark Ballas,TV Personality,United States,24,0.089786231,0.098654709,0.1
13,2,percent,Carson Kressley,18,1170365,Anna Trebunskaya,TV Personality,United States,41,0.106396876,0.080717489,0.3
13,2,percent,Chaz Bono,17,1261757,Lacey Schwimmer,TV Personality,United States,42,0.114705244,0.076233184,0.4
13,2,percent,Nancy Grace,21,1075445,Tristan MacManus,TV Personality,United States,51,0.097767781,0.094170404,0.6
13,2,percent,Rob Kardashian,21,1051510,Cheryl Burke,TV Personality,United States,24,0.09559187,0.094170404,0.9
13,3,percent,David Arquette,24,1163789,Kym Johnson,Actor/Actress,United States,40,0.105799048,0.101265823,0.5
13,3,percent,Ricki Lake,27,1101475,Derek Hough,Actor/Actress,United States,42,0.100134136,0.113924051,0.8
13,3,percent,J.R. Martinez,26,1108779,Karina Smirnoff,Actor/Actress,United States,28,0.100798137,0.109704641,1
13,3,percent,Hope Solo,24,1194492,Maksim Chmerkoskiy,Athlete,United States,30,0.108590231,0.101265823,0.7
13,3,percent,Chynna Phillips,26,1112909,Tony Dovolani,Singer/Rapper,United States,43,0.101173591,0.109704641,0.2
13,3,percent,Kristin Cavallari,24,116449,Mark Ballas,TV Personality,United States,24,0.010586278,0.101265823,0.1
13,3,percent,Carson Kressley,23,1219657,Anna Trebunskaya,TV Personality,United States,41,0.110877959,0.097046414,0.3
13,3,percent,Chaz Bono,18,1475643,Lacey Schwimmer,TV Personality,United States,42,0.134149425,0.075949367,0.4
13,3,percent,Nancy Grace,21,1332563,Tristan MacManus,TV Personality,United States,51,0.121142146,0.088607595,0.6
13,3,percent,Rob Kardashian,24,1174239,Cheryl Burke,TV Personality,United States,24,0.106749049,0.101265823,0.9
13,4,percent,David Arquette,23,1355666,Kym Johnson,Actor/Actress,United States,40,0.123242397,0.110047847,0.5
13,4,percent,Ricki Lake,29,1245263,Derek Hough,Actor/Actress,United States,42,0.113205758,0.138755981,0.8
13,4,percent,J.R. Martinez,26,1295338,Karina Smirnoff,Actor/Actress,United States,28,0.117758032,0.124401914,1
13,4,percent,Hope Solo,24,1320947,Maksim Chmerkoskiy,Athlete,United States,30,0.120086124,0.114832536,0.7
13,4,percent,Chynna Phillips,21,172959,Tony Dovolani,Singer/Rapper,United States,43,0.01572355,0.100478469,0.2
13,4,percent,Carson Kressley,20,1475803,Anna Trebunskaya,TV Personality,United States,41,0.134163946,0.09569378,0.3
13,4,percent,Chaz Bono,21,1434192,Lacey Schwimmer,TV Personality,United States,42,0.130381126,0.100478469,0.4
13,4,percent,Nancy Grace,21,1405813,Tristan MacManus,TV Personality,United States,51,0.127801217,0.100478469,0.6
13,4,percent,Rob Kardashian,24,1294016,Cheryl Burke,TV Personality,United States,24,0.11763785,0.114832536,0.9
13,5,percent,David Arquette,25,1773696,Kym Johnson,Actor/Actress,United States,40,0.136438206,0.132978723,0.5
13,5,percent,Ricki Lake,24,1811077,Derek Hough,Actor/Actress,United States,42,0.139313669,0.127659574,0.8
13,5,percent,J.R. Martinez,28,1723791,Karina Smirnoff,Actor/Actress,United States,28,0.132599359,0.14893617,1
13,5,percent,Hope Solo,24,1809241,Maksim Chmerkoskiy,Athlete,United States,30,0.139172438,0.127659574,0.7
13,5,percent,Carson Kressley,19,312650,Anna Trebunskaya,TV Personality,United States,41,0.024050009,0.10106383,0.3
13,5,percent,Chaz Bono,21,1917379,Lacey Schwimmer,TV Personality,United States,42,0.147490749,0.111702128,0.4
13,5,percent,Nancy Grace,22,1885837,Tristan MacManus,TV Personality,United States,51,0.14506444,0.117021277,0.6
13,5,percent,Rob Kardashian,25,1766324,Cheryl Burke,TV Personality,United States,24,0.135871129,0.132978723,0.9
13,6,percent,David Arquette,23,2108078,Kym Johnson,Actor/Actress,United States,40,0.162159909,0.138554217,0.5
13,6,percent,Ricki Lake,29,2002608,Derek Hough,Actor/Actress,United States,42,0.154046828,0.174698795,0.8
13,6,percent,J.R. Martinez,29,1995355,Karina Smirnoff,Actor/Actress,United States,28,0.153488905,0.174698795,1
13,6,percent,Hope Solo,20,2259699,Maksim Chmerkoskiy,Athlete,United States,30,0.173823067,0.120481928,0.7
13,6,percent,Chaz Bono,19,392989,Lacey Schwimmer,TV Personality,United States,42,0.030229935,0.114457831,0.4
13,6,percent,Nancy Grace,24,2078196,Tristan MacManus,TV Personality,United States,51,0.159861292,0.144578313,0.6
13,6,percent,Rob Kardashian,22,2163070,Cheryl Burke,TV Personality,United States,24,0.166390064,0.13253012,0.9
