season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season
14,8,percent,Melissa Gilbert,25.5,631316,Maksim Chmerkoskiy,Actor/Actress,United States,47
14,8,percent,Donald Driver,27.5,2945214,Peta Murgatroyd,Athlete,United States,37
14,8,percent,Katherine Jenkins,27.5,2967270,Mark Ballas,Singer/Rapper,Wales,31
14,8,percent,Maria Menounos,26.5,3046238,Derek Hough,TV Personality,United States,33
14,9,percent,William Levy,29,4019959,Cheryl Burke,Actor/Actress,Cuba,31
14,9,percent,Donald Driver,28.5,4048515,Peta Murgatroyd,Athlete,United States,37
14,9,percent,Katherine Jenkins,28,4138768,Mark Ballas,Singer/Rapper,Wales,31
14,9,percent,Maria Menounos,29.5,792755,Derek Hough,TV Personality,United States,33
14,10,percent,William Levy,29.6666,2230991,Cheryl Burke,Actor/Actress,Cuba,31
14,10,percent,Donald Driver,29.6666,12283495,Peta Murgatroyd,Athlete,United States,37
14,10,percent,Katherine Jenkins,30,5485512,Mark Ballas,Singer/Rapper,Wales,31
15,1,percent,Gilles Marini,24,885929,Cheryl Burke,Actor/Actress,France,33
15,1,percent,Sabrina Bryan,22.5,893788,Mark Ballas,Actor/Actress,United States,23
15,1,percent,Kirstie Alley,19,954546,Maksim Chmerkoskiy,Actor/Actress,United States,60
15,1,percent,Kelly Monaco,21.5,897155,Alec Mazo,Actor/Actress,United States,29
15,1,percent,Apolo Anton Ohno,22,903038,Julianne Hough,Athlete,United States,24
15,1,percent,Emmitt Smith,24.5,889670,Cheryl Burke,Athlete,United States,37
15,1,percent,Shawn Johnson,22,891517,Mark Ballas,Athlete,United States,17
15,1,percent,Pamela Anderson,17,125707,Damian Whitewood,Model,Canada,42
15,1,percent,Helio Castroneves,21.5,905310,Julianne Hough,Racing Driver,Brazil,32
15,1,percent,Joey Fatone,20.5,912238,Kym Johnson,Singer/Rapper,United States,30
15,1,percent,Drew Lachey,21.5,897752,Cheryl Burke,Singer/Rapper,United States,29
15,1,percent,Bristol Palin,19.5,932297,Mark Ballas,TV Personality,United States,19
15,1,percent,Melissa Rycroft,21,911046,Tony Dovolani,TV Personality,United States,26
15,2,percent,Gilles Marini,25.5,913829,Cheryl Burke,Actor/Actress,France,33
15,2,percent,Sabrina Bryan,26,921953,Mark Ballas,Actor/Actress,United States,23
15,2,percent,Kirstie Alley,21,1045269,Maksim Chmerkoskiy,Actor/Actress,United States,60
15,2,percent,Kelly Monaco,22,1023465,Alec Mazo,Actor/Actress,United States,29
15,2,percent,Apolo Anton Ohno,24.5,938664,Julianne Hough,Athlete,United States,24
15,2,percent,Emmitt Smith,22.5,1000067,Cheryl Burke,Athlete,United States,37
15,2,percent,Shawn Johnson,25,925051,Mark Ballas,Athlete,United States,17
15,2,percent,Helio Castroneves,23,984799,Julianne Hough,Racing Driver,Brazil,32
15,2,percent,Joey Fatone,22.5,87845,Kym Johnson,Singer/Rapper,United States,30
15,2,percent,Drew Lachey,22.5,1004064,Cheryl Burke,Singer/Rapper,United States,29
15,2,percent,Bristol Palin,18,1187024,Mark Ballas,TV Personality,United States,19
15,2,percent,Melissa Rycroft,23.5,967966,Tony Dovolani,TV Personality,United States,26
15,3,percent,Gilles Marini,25.5,1185956,Cheryl Burke,Actor/Actress,France,33
15,3,percent,Sabrina Bryan,25.5,1172822,Mark Ballas,Actor/Actress,United States,23
15,3,percent,Kirstie Alley,24,1229791,Maksim Chmerkoskiy,Actor/Actress,United States,60
15,3,percent,Kelly Monaco,27,1156734,Alec Mazo,Actor/Actress,United States,29
15,3,percent,Apolo Anton Ohno,25.5,1186075,Julianne Hough,Athlete,United States,24
15,3,percent,Emmitt Smith,25,1213175,Cheryl Burke,Athlete,United States,37
15,3,percent,Shawn Johnson,26.5,1134530,Mark Ballas,Athlete,United States,17
15,3,percent,Helio Castroneves,25.5,130928,Julianne Hough,Racing Driver,Brazil,32
15,3,percent,Drew Lachey,24,158779,Cheryl Burke,Singer/Rapper,United States,29
15,3,percent,Bristol Palin,22.5,1323900,Mark Ballas,TV Personality,United States,19
15,3,percent,Melissa Rycroft,27,1107311,Tony Dovolani,TV Personality,United States,26
15,4,percent,Gilles Marini,39.5,1299988,Cheryl Burke,Actor/Actress,France,33
15,4,percent,Sabrina Bryan,35.5,1359358,Mark Ballas,Actor/Actress,United States,23
15,4,percent,Kirstie Alley,30,1532781,Maksim Chmerkoskiy,Actor/Actress,United States,60
15,4,percent,Kelly Monaco,37.5,1313713,Alec Mazo,Actor/Actress,United States,29
15,4,percent,Apolo Anton Ohno,34.5,1373169,Julianne Hough,Athlete,United States,24
15,4,percent,Emmitt Smith,36,1317118,Cheryl Burke,Athlete,United States,37
15,4,percent,Shawn Johnson,39.5,1291301,Mark Ballas,Athlete,United States,17
15,4,percent,Bristol Palin,32,179339,Mark Ballas,TV Personality,United States,19
15,4,percent,Melissa Rycroft,37,1333229,Tony Dovolani,TV Personality,United States,26
15,6,percent,Gilles Marini,27.5,1853246,Cheryl Burke,Actor/Actress,France,33
15,6,percent,Sabrina Bryan,30,192371,Mark Ballas,Actor/Actress,United States,23
15,6,percent,Kirstie Alley,27.5,1852802,Maksim Chmerkoskiy,Actor/Actress,United States,60
15,6,percent,Kelly Monaco,27,1923007,Alec Mazo,Actor/Actress,United States,29
15,6,percent,Apolo Anton Ohno,30,1724231,Julianne Hough,Athlete,United States,24
15,6,percent,Emmitt Smith,26.5,1893628,Cheryl Burke,Athlete,United States,37
15,6,percent,Shawn Johnson,28,1813275,Mark Ballas,Athlete,United States,17
15,6,percent,Melissa Rycroft,29.5,1747435,Tony Dovolani,TV Personality,United States,26
15,8,percent,Gilles Marini,29.2777,397661,Cheryl Burke,Actor/Actress,France,33
15,8,percent,Kirstie Alley,25.5,500440,Maksim Chmerkoskiy,Actor/Actress,United States,60
15,8,percent,Kelly Monaco,28.3333,2452842,Alec Mazo,Actor/Actress,United States,29
15,8,percent,Apolo Anton Ohno,29.2777,2414390,Julianne Hough,Athlete,United States,24
15,8,percent,Emmitt Smith,29.0554,2392896,Cheryl Burke,Athlete,United States,37
15,8,percent,Shawn Johnson,27.8333,2506345,Mark Ballas,Athlete,United States,17
15,8,percent,Melissa Rycroft,30,2335428,Tony Dovolani,TV Personality,United States,26
15,9,percent,Kelly Monaco,27.111,3865898,Alec Mazo,Actor/Actress,United States,29
15,9,percent,Apolo Anton Ohno,28.611,838957,Julianne Hough,Athlete,United States,24
15,9,percent,Emmitt Smith,27,880900,Cheryl Burke,Athlete,United States,37
15,9,percent,Shawn Johnson,29.5,3699002,Mark Ballas,Athlete,United States,17
15,9,percent,Melissa Rycroft,28.7777,3715243,Tony Dovolani,TV Personality,United States,26
15,10,percent,Kelly Monaco,29.1109,2217069,Alec Mazo,Actor/Actress,United States,29
15,10,percent,Shawn Johnson,28.9443,5586672,Mark Ballas,Athlete,United States,17
15,10,percent,Melissa Rycroft,29.3331,12196258,Tony Dovolani,TV Personality,United States,26
16,2,percent,Ingo Rademacher,20,800235,Kym Johnson,Actor/Actress,Germany,41
16,2,percent,Zendaya,26,776801,Valentin Chmerkovskiy,Actor/Actress,United States,16
16,2,percent,Dorothy Hamill,15,126162,Tristan MacManus,Athlete,United States,56
16,2,percent,Victor Ortiz,18,827249,Lindsay Arnold,Athlete,United States,26
16,2,percent,Alexandra Raisman,24,774890,Mark Ballas,Athlete,United States,18
16,2,percent,Jacoby Jones,23,788723,Karina Smirnoff,Athlete,United States,28
16,2,percent,D. L. Hughley,16,874995,Cheryl Burke,Comedian,United States,50
16,2,percent,Andy Dick,20,792441,Sharna Burgess,Comedian,United States,47
16,2,percent,Wynonna Judd,18,831995,Tony Dovolani,Singer/Rapper,United States,48
16,2,percent,Kellie Pickler,26,772018,Derek Hough,Singer/Rapper,United States,26
16,2,percent,Lisa Vanderpump,18,830247,Gleb Savchenko,TV Personality,England,52
16,2,percent,Sean Lowe,20,804237,Peta Murgatroyd,TV Personality,United States,29
16,3,percent,Ingo Rademacher,21,878162,Kym Johnson,Actor/Actress,Germany,41
16,3,percent,Zendaya,25.9998,855207,Valentin Chmerkovskiy,Actor/Actress,United States,16
16,3,percent,Victor Ortiz,23,858289,Lindsay Arnold,Athlete,United States,26
16,3,percent,Alexandra Raisman,23,860722,Mark Ballas,Athlete,United States,18
16,3,percent,Jacoby Jones,25.9998,860837,Karina Smirnoff,Athlete,United States,28
16,3,percent,D. L. Hughley,16,982437,Cheryl Burke,Comedian,United States,50
16,3,percent,Andy Dick,18,929041,Sharna Burgess,Comedian,United States,47
16,3,percent,Wynonna Judd,15,161217,Tony Dovolani,Singer/Rapper,United States,48
16,3,percent,Kellie Pickler,25,855378,Derek Hough,Singer/Rapper,United States,26
16,3,percent,Lisa Vanderpump,21,879515,Gleb Savchenko,TV Personality,England,52
16,3,percent,Sean Lowe,21,879189,Peta Murgatroyd,TV Personality,United States,29
16,4,percent,Ingo Rademacher,23,970622,Kym Johnson,Actor/Actress,Germany,41
16,4,percent,Zendaya,26,940609,Valentin Chmerkovskiy,Actor/Actress,United States,16
16,4,percent,Victor Ortiz,18,1088151,Lindsay Arnold,Athlete,United States,26
16,4,percent,Alexandra Raisman,27,937619,Mark Ballas,Athlete,United States,18
16,4,percent,Jacoby Jones,24,945001,Karina Smirnoff,Athlete,United States,28
16,4,percent,D. L. Hughley,21,1000606,Cheryl Burke,Comedian,United States,50
16,4,percent,Andy Dick,21,998346,Sharna Burgess,Comedian,United States,47
16,4,percent,Kellie Pickler,26,948919,Derek Hough,Singer/Rapper,United States,26
16,4,percent,Lisa Vanderpump,18,150877,Gleb Savchenko,TV Personality,England,52
16,4,percent,Sean Lowe,20,1019245,Peta Murgatroyd,TV Personality,United States,29
16,5,percent,Ingo Rademacher,21,1262007,Kym Johnson,Actor/Actress,Germany,41
16,5,percent,Zendaya,29,1169509,Valentin Chmerkovskiy,Actor/Actress,United States,16
16,5,percent,Victor Ortiz,21,1259671,Lindsay Arnold,Athlete,United States,26
16,5,percent,Alexandra Raisman,25,1178755,Mark Ballas,Athlete,United States,18
16,5,percent,Jacoby Jones,26,1182845,Karina Smirnoff,Athlete,United States,28
16,5,percent,D. L. Hughley,18,211662,Cheryl Burke,Comedian,United States,50
16,5,percent,Andy Dick,18,1369074,Sharna Burgess,Comedian,United States,47
16,5,percent,Kellie Pickler,27,1165814,Derek Hough,Singer/Rapper,United States,26
16,5,percent,Sean Lowe,24,1200660,Peta Murgatroyd,TV Personality,United States,29
16,6,percent,Ingo Rademacher,23,1414195,Kym Johnson,Actor/Actress,Germany,41
16,6,percent,Zendaya,25.5,1360422,Valentin Chmerkovskiy,Actor/Actress,United States,16
16,6,percent,Victor Ortiz,20,219558,Lindsay Arnold,Athlete,United States,26
16,6,percent,Alexandra Raisman,26,1363321,Mark Ballas,Athlete,United States,18
16,6,percent,Jacoby Jones,22.5,1430903,Karina Smirnoff,Athlete,United States,28
16,6,percent,Andy Dick,21.5,1465400,Sharna Burgess,Comedian,United States,47
16,6,percent,Kellie Pickler,27,1335157,Derek Hough,Singer/Rapper,United States,26
16,6,percent,Sean Lowe,23,1411041,Peta Murgatroyd,TV Personality,United States,29
16,7,percent,Ingo Rademacher,25,1640655,Kym Johnson,Actor/Actress,Germany,41
16,7,percent,Zendaya,30,1561037,Valentin Chmerkovskiy,Actor/Actress,United States,16
16,7,percent,Alexandra Raisman,32,1551367,Mark Ballas,Athlete,United States,18
16,7,percent,Jacoby Jones,27,1609989,Karina Smirnoff,Athlete,United States,28
16,7,percent,Andy Dick,17,394089,Sharna Burgess,Comedian,United States,47
16,7,percent,Kellie Pickler,29,1585566,Derek Hough,Singer/Rapper,United States,26
16,7,percent,Sean Lowe,24,1657294,Peta Murgatroyd,TV Personality,United States,29
16,8,percent,Ingo Rademacher,24,2025555,Kym Johnson,Actor/Actress,Germany,41
16,8,percent,Zendaya,29,1850654,Valentin Chmerkovskiy,Actor/Actress,United States,16
16,8,percent,Alexandra Raisman,28,1889455,Mark Ballas,Athlete,United States,18
16,8,percent,Jacoby Jones,26,1949009,Karina Smirnoff,Athlete,United States,28
16,8,percent,Kellie Pickler,27.5,1897947,Derek Hough,Singer/Rapper,United States,26
16,8,percent,Sean Lowe,21,387377,Peta Murgatroyd,TV Personality,United States,29
16,9,percent,Ingo Rademacher,25.5,460832,Kym Johnson,Actor/Actress,Germany,41
16,9,percent,Zendaya,27.5,2452469,Valentin Chmerkovskiy,Actor/Actress,United States,16
16,9,percent,Alexandra Raisman,29.5,2360372,Mark Ballas,Athlete,United States,18
16,9,percent,Jacoby Jones,29.5,2334386,Karina Smirnoff,Athlete,United States,28
16,9,percent,Kellie Pickler,29,2391939,Derek Hough,Singer/Rapper,United States,26
16,10,percent,Zendaya,30,4908794,Valentin Chmerkovskiy,Actor/Actress,United States,16
16,10,percent,Alexandra Raisman,29,1005724,Mark Ballas,Athlete,United States,18
16,10,percent,Jacoby Jones,27.9999,5146890,Karina Smirnoff,Athlete,United States,28
16,10,percent,Kellie Pickler,30,4938590,Derek Hough,Singer/Rapper,United States,26
17,2,percent,Valerie Harper,19,858078,Tristan MacManus,Actor/Actress,United States,74
17,2,percent,Brant Daugherty,23,789812,Peta Murgatroyd,Actor/Actress,United States,28
17,2,percent,Elizabeth Berkley Lauren,25,777786,Valentin Chmerkovskiy,Actor/Actress,United States,39
17,2,percent,Leah Remini,24,782385,Tony Dovolani,Actor/Actress,United States,43
17,2,percent,Corbin Bleu,26,768886,Karina Smirnoff,Actor/Actress,United States,24
17,2,percent,Amber Riley,24,784120,Derek Hough,Actor/Actress,United States,27
17,2,percent,Keyshawn Johnson,18,114204,Sharna Burgess,Athlete,United States,41
17,2,percent,Bill Engvall,21,807585,Emma Slater,Comedian,United States,56
17,2,percent,Christina Milian,25,782207,Mark Ballas,Singer/Rapper,United States,31
17,2,percent,"Nicole ""Snooki"" Polizzi",20,826434,Sasha Farber,TV Personality,Chile,25
17,2,percent,Jack Osbourne,24,774405,Cheryl Burke,TV Personality,England,27
17,2,percent,Bill Nye,17,934092,Tyne Stecklein,TV Personality,United States,57
17,3,percent,Valerie Harper,16,1028730,Tristan MacManus,Actor/Actress,United States,74
17,3,percent,Brant Daugherty,27,861279,Peta Murgatroyd,Actor/Actress,United States,28
17,3,percent,Elizabeth Berkley Lauren,25,860188,Valentin Chmerkovskiy,Actor/Actress,United States,39
17,3,percent,Leah Remini,24,868585,Tony Dovolani,Actor/Actress,United States,43
17,3,percent,Corbin Bleu,26,864762,Karina Smirnoff,Actor/Actress,United States,24
17,3,percent,Amber Riley,24,864387,Derek Hough,Actor/Actress,United States,27
17,3,percent,Bill Engvall,24,873186,Emma Slater,Comedian,United States,56
17,3,percent,Christina Milian,26,857227,Mark Ballas,Singer/Rapper,United States,31
17,3,percent,"Nicole ""Snooki"" Polizzi",25,862055,Sasha Farber,TV Personality,Chile,25
17,3,percent,Jack Osbourne,22,888556,Cheryl Burke,TV Personality,England,27
17,3,percent,Bill Nye,16,171040,Tyne Stecklein,TV Personality,United States,57
17,4,percent,Valerie Harper,18,168695,Tristan MacManus,Actor/Actress,United States,74
17,4,percent,Brant Daugherty,21,1032806,Peta Murgatroyd,Actor/Actress,United States,28
17,4,percent,Elizabeth Berkley Lauren,27,958518,Valentin Chmerkovskiy,Actor/Actress,United States,39
17,4,percent,Leah Remini,24,970238,Tony Dovolani,Actor/Actress,United States,43
17,4,percent,Corbin Bleu,27,954940,Karina Smirnoff,Actor/Actress,United States,24
17,4,percent,Amber Riley,27,959897,Derek Hough,Actor/Actress,United States,27
17,4,percent,Bill Engvall,21,1019627,Emma Slater,Comedian,United States,56
17,4,percent,Christina Milian,24,987145,Mark Ballas,Singer/Rapper,United States,31
17,4,percent,"Nicole ""Snooki"" Polizzi",24,972135,Sasha Farber,TV Personality,Chile,25
17,4,percent,Jack Osbourne,24,975995,Cheryl Burke,TV Personality,England,27
17,5,percent,Brant Daugherty,27,1193970,Peta Murgatroyd,Actor/Actress,United States,28
17,5,percent,Elizabeth Berkley Lauren,26,1250163,Valentin Chmerkovskiy,Actor/Actress,United States,39
17,5,percent,Leah Remini,22,1397324,Tony Dovolani,Actor/Actress,United States,43
17,5,percent,Corbin Bleu,28,1137176,Karina Smirnoff,Actor/Actress,United States,24
17,5,percent,Amber Riley,26,1211052,Derek Hough,Actor/Actress,United States,27
17,5,percent,Bill Engvall,24,1313085,Emma Slater,Comedian,United States,56
17,5,percent,Christina Milian,28,114572,Mark Ballas,Singer/Rapper,United States,31
17,5,percent,"Nicole ""Snooki"" Polizzi",27,1199516,Sasha Farber,TV Personality,Chile,25
17,5,percent,Jack Osbourne,27,1183137,Cheryl Burke,TV Personality,England,27
17,7,percent,Brant Daugherty,28.5,1367608,Peta Murgatroyd,Actor/Actress,United States,28
17,7,percent,Elizabeth Berkley Lauren,27,1429767,Valentin Chmerkovskiy,Actor/Actress,United States,39
17,7,percent,Leah Remini,26.5,1450225,Tony Dovolani,Actor/Actress,United States,43
17,7,percent,Corbin Bleu,29.5,1340913,Karina Smirnoff,Actor/Actress,United States,24
17,7,percent,Amber Riley,29.5,1355669,Derek Hough,Actor/Actress,United States,27
17,7,percent,Bill Engvall,25,1527734,Emma Slater,Comedian,United States,56
17,7,percent,"Nicole ""Snooki"" Polizzi",27,166147,Sasha Farber,TV Personality,Chile,25
17,7,percent,Jack Osbourne,28.5,1361933,Cheryl Burke,TV Personality,England,27
17,8,percent,Brant Daugherty,27,215171,Peta Murgatroyd,Actor/Actress,United States,28
17,8,percent,Elizabeth Berkley Lauren,25,1748335,Valentin Chmerkovskiy,Actor/Actress,United States,39
17,8,percent,Leah Remini,28,1579585,Tony Dovolani,Actor/Actress,United States,43
17,8,percent,Corbin Bleu,30,1529353,Karina Smirnoff,Actor/Actress,United States,24
17,8,percent,Amber Riley,28,1596582,Derek Hough,Actor/Actress,United States,27
17,8,percent,Bill Engvall,24,1797394,Emma Slater,Comedian,United States,56
17,8,percent,Jack Osbourne,30,1533576,Cheryl Burke,TV Personality,England,27
17,9,percent,Elizabeth Berkley Lauren,28,259592,Valentin Chmerkovskiy,Actor/Actress,United States,39
17,9,percent,Leah Remini,27,1872145,Tony Dovolani,Actor/Actress,United States,43
17,9,percent,Corbin Bleu,29,1747651,Karina Smirnoff,Actor/Actress,United States,24
17,9,percent,Amber Riley,25.5,1972158,Derek Hough,Actor/Actress,United States,27
17,9,percent,Bill Engvall,21,2266982,Emma Slater,Comedian,United States,56
17,9,percent,Jack Osbourne,27,1881468,Cheryl Burke,TV Personality,England,27
17,10,percent,Leah Remini,32.5,718532,Tony Dovolani,Actor/Actress,United States,43
17,10,percent,Corbin Bleu,37.5,3669979,Karina Smirnoff,Actor/Actress,United States,24
17,10,percent,Amber Riley,39.5,3567749,Derek Hough,Actor/Actress,United States,27
17,10,percent,Bill Engvall,30,4259349,Emma Slater,Comedian,United States,56
17,10,percent,Jack Osbourne,35.5,3784388,Cheryl Burke,TV Personality,England,27
17,11,percent,Corbin Bleu,29.6664,4959306,Karina Smirnoff,Actor/Actress,United States,24
17,11,percent,Amber Riley,31.3332,4789157,Derek Hough,Actor/Actress,United States,27
17,11,percent,Bill Engvall,25.4999,1146119,Emma Slater,Comedian,United States,56
17,11,percent,Jack Osbourne,27.9999,5105416,Cheryl Burke,TV Personality,England,27
