season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share
13,8,percent,Hope Solo,26.0,3131624,Maksim Chmerkoskiy,Athlete,United States,30.0,0.2408941909067986,0.20077220077220076
13,8,percent,Nancy Grace,22.0,650780,Tristan MacManus,TV Personality,United States,51.0,0.05006000770153965,0.16988416988416988
13,8,percent,Rob Kardashian,25.5,3140566,Cheryl Burke,TV Personality,United States,24.0,0.24158203716646726,0.1969111969111969
13,9,percent,Ricki Lake,33.4999,3863315,Derek Hough,Actor/Actress,United States,42.0,0.2971781226427881,0.2827007708893286
13,9,percent,J.R. Martinez,28.0,4198513,Karina Smirnoff,Actor/Actress,United States,28.0,0.3229625881480905,0.2362879168266533
13,9,percent,Hope Solo,24.4998,1022022,Maksim Chmerkoskiy,Athlete,United States,30.0,0.07861708901801369,0.20675023945248716
13,9,percent,Rob Kardashian,32.4998,3916148,Cheryl Burke,TV Personality,United States,24.0,0.3012422001911077,0.27426107283153095
13,10,percent,Ricki Lake,27.9999,2215235,Derek Hough,Actor/Actress,United States,42.0,0.11076175553808777,0.3313613318879616
13,10,percent,J.R. Martinez,28.1665,12274461,Karina Smirnoff,Actor/Actress,United States,28.0,0.613723080686154,0.3333329388541484
13,10,percent,Rob Kardashian,28.3332,5510303,Cheryl Burke,TV Personality,United States,24.0,0.2755151637757582,0.33530572925789
14,2,percent,William Levy,25.0,964389,Cheryl Burke,Actor/Actress,Cuba,31.0,0.08767178306386195,0.09293680297397769
14,2,percent,Jack Wagner,21.0,1006325,Anna Trebunskaya,Actor/Actress,United States,52.0,0.09148414912627671,0.07806691449814127
14,2,percent,Sherri Sheperd,23.0,972113,Valentin Chmerkovskiy,Actor/Actress,United States,44.0,0.08837396532888703,0.08550185873605948
14,2,percent,Jaleel White,22.0,985841,Kym Johnson,Actor/Actress,United States,35.0,0.08962196612306936,0.08178438661710037
14,2,percent,Roshon Fegan,26.0,968995,Chelsie Hightower,Actor/Actress,United States,20.0,0.0880905106030522,0.09665427509293681
14,2,percent,Melissa Gilbert,20.0,1015677,Maksim Chmerkoskiy,Actor/Actress,United States,47.0,0.09233433148548367,0.07434944237918216
14,2,percent,Martina Navratilova,17.0,155352,Tony Dovolani,Athlete,Czechoslovakia,55.0,0.014122918078220595,0.06319702602230483
14,2,percent,Donald Driver,24.0,965268,Peta Murgatroyd,Athlete,United States,37.0,0.08775169220562232,0.08921933085501858
14,2,percent,Gavin DeGraw,21.0,997176,Karina Smirnoff,Singer/Rapper,United States,35.0,0.09065242132426811,0.07806691449814127
14,2,percent,Gladys Knight,19.0,1043197,Tristan MacManus,Singer/Rapper,United States,67.0,0.09483615125936898,0.07063197026022305
14,2,percent,Katherine Jenkins,26.0,967319,Mark Ballas,Singer/Rapper,Wales,31.0,0.08793814686972982,0.09665427509293681
14,2,percent,Maria Menounos,25.0,958341,Derek Hough,TV Personality,United States,33.0,0.08712196453215924,0.09293680297397769
14,3,percent,William Levy,28.0,1047970,Cheryl Burke,Actor/Actress,Cuba,31.0,0.09527004330456514,0.1
14,3,percent,Jack Wagner,24.0,109744,Anna Trebunskaya,Actor/Actress,United States,52.0,0.009976731807605367,0.08571428571428572
14,3,percent,Sherri Sheperd,24.0,1131002,Valentin Chmerkovskiy,Actor/Actress,United States,44.0,0.10281841037200472,0.08571428571428572
14,3,percent,Jaleel White,25.0,1114077,Kym Johnson,Actor/Actress,United States,35.0,0.10127977330898787,0.08928571428571429
14,3,percent,Roshon Fegan,25.0,1106350,Chelsie Hightower,Actor/Actress,United States,20.0,0.10057731844423566,0.08928571428571429
14,3,percent,Melissa Gilbert,24.0,1113206,Maksim Chmerkoskiy,Actor/Actress,United States,47.0,0.1012005914548143,0.08571428571428572
14,3,percent,Donald Driver,26.0,1075796,Peta Murgatroyd,Athlete,United States,37.0,0.09779968081803674,0.09285714285714286
14,3,percent,Gavin DeGraw,24.0,1120441,Karina Smirnoff,Singer/Rapper,United States,35.0,0.10185831902650865,0.08571428571428572
14,3,percent,Gladys Knight,24.0,1118496,Tristan MacManus,Singer/Rapper,United States,67.0,0.10168150076431853,0.08571428571428572
14,3,percent,Katherine Jenkins,29.0,1020885,Mark Ballas,Singer/Rapper,Wales,31.0,0.09280776945807703,0.10357142857142858
14,3,percent,Maria Menounos,27.0,1042028,Derek Hough,TV Personality,United States,33.0,0.09472986124084602,0.09642857142857143
14,4,percent,William Levy,22.0,1242719,Cheryl Burke,Actor/Actress,Cuba,31.0,0.11297449562708932,0.0944206008583691
14,4,percent,Sherri Sheperd,21.0,144818,Valentin Chmerkovskiy,Actor/Actress,United States,44.0,0.013165277514646368,0.09012875536480687
14,4,percent,Jaleel White,22.0,1239977,Kym Johnson,Actor/Actress,United States,35.0,0.11272522280917192,0.0944206008583691
14,4,percent,Roshon Fegan,26.0,1147645,Chelsie Hightower,Actor/Actress,United States,20.0,0.10433140157505512,0.11158798283261803
14,4,percent,Melissa Gilbert,22.0,1228620,Maksim Chmerkoskiy,Actor/Actress,United States,47.0,0.11169276788827923,0.0944206008583691
14,4,percent,Donald Driver,27.0,1141670,Peta Murgatroyd,Athlete,United States,37.0,0.10378821955935257,0.11587982832618025
14,4,percent,Gavin DeGraw,23.0,1204075,Karina Smirnoff,Singer/Rapper,United States,35.0,0.10946140344051034,0.09871244635193133
14,4,percent,Gladys Knight,20.0,1317592,Tristan MacManus,Singer/Rapper,United States,67.0,0.11978113446586708,0.08583690987124463
14,4,percent,Katherine Jenkins,24.0,1185529,Mark Ballas,Singer/Rapper,Wales,31.0,0.10777540282741921,0.10300429184549356
14,4,percent,Maria Menounos,26.0,1147351,Derek Hough,TV Personality,United States,33.0,0.10430467429260884,0.11158798283261803
14,5,percent,William Levy,29.0,1534710,Cheryl Burke,Actor/Actress,Cuba,31.0,0.11805466079025415,0.12946428571428573
14,5,percent,Jaleel White,24.0,1597126,Kym Johnson,Actor/Actress,United States,35.0,0.12285589340611285,0.10714285714285714
14,5,percent,Roshon Fegan,26.0,1566571,Chelsie Hightower,Actor/Actress,United States,20.0,0.12050550788673381,0.11607142857142858
14,5,percent,Melissa Gilbert,21.0,1707219,Maksim Chmerkoskiy,Actor/Actress,United States,47.0,0.13132458897099575,0.09375
14,5,percent,Donald Driver,27.0,1550913,Peta Murgatroyd,Athlete,United States,37.0,0.11930104588501765,0.12053571428571429
14,5,percent,Gavin DeGraw,19.0,283804,Karina Smirnoff,Singer/Rapper,United States,35.0,0.0218310853196482,0.08482142857142858
14,5,percent,Gladys Knight,22.0,1649000,Tristan MacManus,Singer/Rapper,United States,67.0,0.12684620263315485,0.09821428571428571
14,5,percent,Katherine Jenkins,29.0,1532259,Mark Ballas,Singer/Rapper,Wales,31.0,0.11786612225620087,0.12946428571428573
14,5,percent,Maria Menounos,27.0,1578393,Derek Hough,TV Personality,United States,33.0,0.12141489285188187,0.12053571428571429
14,6,percent,William Levy,36.0,1749225,Cheryl Burke,Actor/Actress,Cuba,31.0,0.13455581063255712,0.13953526230497523
14,6,percent,Jaleel White,36.9998,1761299,Kym Johnson,Actor/Actress,United States,35.0,0.13548458014910159,0.14341046661754508
14,6,percent,Roshon Fegan,27.9998,1903930,Chelsie Hightower,Actor/Actress,United States,20.0,0.14645619890959966,0.10852665104130127
14,6,percent,Melissa Gilbert,30.0,1862111,Maksim Chmerkoskiy,Actor/Actress,United States,47.0,0.1432393517659544,0.11627938525414604
14,6,percent,Donald Driver,33.9999,1778451,Peta Murgatroyd,Athlete,United States,37.0,0.13680396517045082,0.13178291569008133
14,6,percent,Gladys Knight,24.0,352932,Tristan MacManus,Singer/Rapper,United States,67.0,0.027148623738038072,0.09302350820331683
14,6,percent,Katherine Jenkins,38.9999,1744489,Mark Ballas,Singer/Rapper,Wales,31.0,0.13419150282815473,0.151162813232439
14,6,percent,Maria Menounos,29.9999,1847559,Derek Hough,TV Personality,United States,33.0,0.14211996680614364,0.11627899765619519
14,7,percent,William Levy,26.5,2096127,Cheryl Burke,Actor/Actress,Cuba,31.0,0.16124060047715402,0.1444141689373297
14,7,percent,Jaleel White,25.5,276617,Kym Johnson,Actor/Actress,United States,35.0,0.021278238953168827,0.13896457765667575
14,7,percent,Roshon Fegan,26.0,2125588,Chelsie Hightower,Actor/Actress,United States,20.0,0.16350683211801234,0.14168937329700274
14,7,percent,Melissa Gilbert,23.5,2330628,Maksim Chmerkoskiy,Actor/Actress,United States,47.0,0.17927914587659458,0.12806539509536785
14,7,percent,Donald Driver,26.5,2112669,Peta Murgatroyd,Athlete,United States,37.0,0.16251306250502404,0.1444141689373297
14,7,percent,Katherine Jenkins,27.0,2064172,Mark Ballas,Singer/Rapper,Wales,31.0,0.15878252260866255,0.14713896457765668
14,7,percent,Maria Menounos,28.5,1994194,Derek Hough,TV Personality,United States,33.0,0.15339959746138365,0.1553133514986376
14,8,percent,William Levy,28.5,2861780,Cheryl Burke,Actor/Actress,Cuba,31.0,0.22013692307692306,0.1743119266055046
14,8,percent,Roshon Fegan,28.0,548182,Chelsie Hightower,Actor/Actress,United States,20.0,0.04216784615384615,0.1712538226299694
14,8,percent,Melissa Gilbert,25.5,631316,Maksim Chmerkoskiy,Actor/Actress,United States,47.0,0.04856276923076923,0.1559633027522936
14,8,percent,Donald Driver,27.5,2945214,Peta Murgatroyd,Athlete,United States,37.0,0.22655492307692307,0.16819571865443425
14,8,percent,Katherine Jenkins,27.5,2967270,Mark Ballas,Singer/Rapper,Wales,31.0,0.22825153846153845,0.16819571865443425
14,8,percent,Maria Menounos,26.5,3046238,Derek Hough,TV Personality,United States,33.0,0.234326,0.1620795107033639
14,9,percent,William Levy,29.0,4019959,Cheryl Burke,Actor/Actress,Cuba,31.0,0.3092276867448508,0.25217391304347825
14,9,percent,Donald Driver,28.5,4048515,Peta Murgatroyd,Athlete,United States,37.0,0.31142430263637755,0.24782608695652175
14,9,percent,Katherine Jenkins,28.0,4138768,Mark Ballas,Singer/Rapper,Wales,31.0,0.3183668427000406,0.24347826086956523
14,9,percent,Maria Menounos,29.5,792755,Derek Hough,TV Personality,United States,33.0,0.06098116791873106,0.2565217391304348
14,10,percent,William Levy,29.6666,2230991,Cheryl Burke,Actor/Actress,Cuba,31.0,0.11154956115495611,0.3320893016258233
14,10,percent,Donald Driver,29.6666,12283495,Peta Murgatroyd,Athlete,United States,37.0,0.6141748114174811,0.3320893016258233
14,10,percent,Katherine Jenkins,30.0,5485512,Mark Ballas,Singer/Rapper,Wales,31.0,0.27427562742756273,0.3358213967483533
15,1,percent,Gilles Marini,24.0,885929,Cheryl Burke,Actor/Actress,France,33.0,0.08053905125212353,0.0867992766726944
15,1,percent,Sabrina Bryan,22.5,893788,Mark Ballas,Actor/Actress,United States,23.0,0.08125350625223125,0.081374321880651
15,1,percent,Kirstie Alley,19.0,954546,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.08677696431261366,0.06871609403254973
15,1,percent,Kelly Monaco,21.5,897155,Alec Mazo,Actor/Actress,United States,29.0,0.0815595973561074,0.07775768535262206
15,1,percent,Apolo Anton Ohno,22.0,903038,Julianne Hough,Athlete,United States,24.0,0.08209441587826465,0.07956600361663653
15,1,percent,Emmitt Smith,24.5,889670,Cheryl Burke,Athlete,United States,37.0,0.08087914237763606,0.08860759493670886
15,1,percent,Shawn Johnson,22.0,891517,Mark Ballas,Athlete,United States,17.0,0.08104705157539646,0.07956600361663653
15,1,percent,Pamela Anderson,17.0,125707,Damian Whitewood,Model,Canada,42.0,0.011427916363219505,0.06148282097649186
15,1,percent,Helio Castroneves,21.5,905310,Julianne Hough,Racing Driver,Brazil,32.0,0.0823009614642482,0.07775768535262206
15,1,percent,Joey Fatone,20.5,912238,Kym Johnson,Singer/Rapper,United States,30.0,0.08293078004686003,0.07414104882459313
15,1,percent,Drew Lachey,21.5,897752,Cheryl Burke,Singer/Rapper,United States,29.0,0.08161387011791735,0.07775768535262206
15,1,percent,Bristol Palin,19.5,932297,Mark Ballas,TV Personality,United States,19.0,0.08475432666184424,0.0705244122965642
15,1,percent,Melissa Rycroft,21.0,911046,Tony Dovolani,TV Personality,United States,26.0,0.08282241634153767,0.0759493670886076
15,2,percent,Gilles Marini,25.5,913829,Cheryl Burke,Actor/Actress,France,33.0,0.08307539384559776,0.09239130434782608
15,2,percent,Sabrina Bryan,26.0,921953,Mark Ballas,Actor/Actress,United States,23.0,0.0838139395687053,0.09420289855072464
15,2,percent,Kirstie Alley,21.0,1045269,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.09502448909981422,0.07608695652173914
15,2,percent,Kelly Monaco,22.0,1023465,Alec Mazo,Actor/Actress,United States,29.0,0.09304230656083876,0.07971014492753623
15,2,percent,Apolo Anton Ohno,24.5,938664,Julianne Hough,Athlete,United States,24.0,0.08533312193931707,0.08876811594202899
15,2,percent,Emmitt Smith,22.5,1000067,Cheryl Burke,Athlete,United States,37.0,0.09091521487825996,0.08152173913043478
15,2,percent,Shawn Johnson,25.0,925051,Mark Ballas,Athlete,United States,17.0,0.08409557603475493,0.09057971014492754
15,2,percent,Helio Castroneves,23.0,984799,Julianne Hough,Racing Driver,Brazil,32.0,0.0895272143735325,0.08333333333333333
15,2,percent,Joey Fatone,22.5,87845,Kym Johnson,Singer/Rapper,United States,30.0,0.007985911994877089,0.08152173913043478
15,2,percent,Drew Lachey,22.5,1004064,Cheryl Burke,Singer/Rapper,United States,29.0,0.09127857864675587,0.08152173913043478
15,2,percent,Bristol Palin,18.0,1187024,Mark Ballas,TV Personality,United States,19.0,0.1079113119677498,0.06521739130434782
15,2,percent,Melissa Rycroft,23.5,967966,Tony Dovolani,TV Personality,United States,26.0,0.08799694108979676,0.08514492753623189
15,3,percent,Gilles Marini,25.5,1185956,Cheryl Burke,Actor/Actress,France,33.0,0.10781417201689346,0.09172661870503597
15,3,percent,Sabrina Bryan,25.5,1172822,Mark Ballas,Actor/Actress,United States,23.0,0.1066201721254389,0.09172661870503597
15,3,percent,Kirstie Alley,24.0,1229791,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.11179917165462076,0.08633093525179857
15,3,percent,Kelly Monaco,27.0,1156734,Alec Mazo,Actor/Actress,United States,29.0,0.10515762680385211,0.09712230215827339
15,3,percent,Apolo Anton Ohno,25.5,1186075,Julianne Hough,Athlete,United States,24.0,0.10782499019772816,0.09172661870503597
15,3,percent,Emmitt Smith,25.0,1213175,Cheryl Burke,Athlete,United States,37.0,0.11028862633739761,0.08992805755395683
15,3,percent,Shawn Johnson,26.5,1134530,Mark Ballas,Athlete,United States,17.0,0.10313908153281078,0.09532374100719425
15,3,percent,Helio Castroneves,25.5,130928,Julianne Hough,Racing Driver,Brazil,32.0,0.011902544372495966,0.09172661870503597
15,3,percent,Drew Lachey,24.0,158779,Cheryl Burke,Singer/Rapper,United States,29.0,0.014434453233231524,0.08633093525179857
15,3,percent,Bristol Palin,22.5,1323900,Mark Ballas,TV Personality,United States,19.0,0.12035453451322413,0.08093525179856115
15,3,percent,Melissa Rycroft,27.0,1107311,Tony Dovolani,TV Personality,United States,26.0,0.10066462721230662,0.09712230215827339
15,4,percent,Gilles Marini,39.5,1299988,Cheryl Burke,Actor/Actress,France,33.0,0.11818077024755282,0.12286158631415241
15,4,percent,Sabrina Bryan,35.5,1359358,Mark Ballas,Actor/Actress,United States,23.0,0.12357804493747089,0.1104199066874028
15,4,percent,Kirstie Alley,30.0,1532781,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.13934377794319197,0.09331259720062209
15,4,percent,Kelly Monaco,37.5,1313713,Alec Mazo,Actor/Actress,United States,29.0,0.11942849797399926,0.1166407465007776
15,4,percent,Apolo Anton Ohno,34.5,1373169,Julianne Hough,Athlete,United States,24.0,0.1248335908485785,0.10730948678071539
15,4,percent,Emmitt Smith,36.0,1317118,Cheryl Burke,Athlete,United States,37.0,0.11973804354110675,0.1119751166407465
15,4,percent,Shawn Johnson,39.5,1291301,Mark Ballas,Athlete,United States,17.0,0.11739104268765188,0.12286158631415241
15,4,percent,Bristol Palin,32.0,179339,Mark Ballas,TV Personality,United States,19.0,0.016303551383109596,0.09953343701399689
15,4,percent,Melissa Rycroft,37.0,1333229,Tony Dovolani,TV Personality,United States,26.0,0.12120268043733834,0.1150855365474339
15,6,percent,Gilles Marini,27.5,1853246,Cheryl Burke,Actor/Actress,France,33.0,0.14255743944516902,0.12168141592920353
15,6,percent,Sabrina Bryan,30.0,192371,Mark Ballas,Actor/Actress,United States,23.0,0.014797774922221124,0.13274336283185842
15,6,percent,Kirstie Alley,27.5,1852802,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.14252328558587907,0.12168141592920353
15,6,percent,Kelly Monaco,27.0,1923007,Alec Mazo,Actor/Actress,United States,29.0,0.1479236722783355,0.11946902654867257
15,6,percent,Apolo Anton Ohno,30.0,1724231,Julianne Hough,Athlete,United States,24.0,0.13263320485892494,0.13274336283185842
15,6,percent,Emmitt Smith,26.5,1893628,Cheryl Burke,Athlete,United States,37.0,0.1456637483322109,0.1172566371681416
15,6,percent,Shawn Johnson,28.0,1813275,Mark Ballas,Athlete,United States,17.0,0.1394827459549023,0.12389380530973451
15,6,percent,Melissa Rycroft,29.5,1747435,Tony Dovolani,TV Personality,United States,26.0,0.13441812862235716,0.13053097345132744
15,8,percent,Gilles Marini,29.2777,397661,Cheryl Burke,Actor/Actress,France,33.0,0.03058930298626108,0.1469193195013584
15,8,percent,Kirstie Alley,25.5,500440,Maksim Chmerkoskiy,Actor/Actress,United States,60.0,0.03849537869301866,0.127962327890669
15,8,percent,Kelly Monaco,28.3333,2452842,Alec Mazo,Actor/Actress,United States,29.0,0.18868012481844235,0.1421801970519487
15,8,percent,Apolo Anton Ohno,29.2777,2414390,Julianne Hough,Athlete,United States,24.0,0.18572227911964936,0.1469193195013584
15,8,percent,Emmitt Smith,29.0554,2392896,Cheryl Burke,Athlete,United States,37.0,0.18406889475863158,0.1458037890899821
15,8,percent,Shawn Johnson,27.8333,2506345,Mark Ballas,Athlete,United States,17.0,0.19279573956988622,0.13967113179919047
15,8,percent,Melissa Rycroft,30.0,2335428,Tony Dovolani,TV Personality,United States,26.0,0.17964828005411076,0.15054391516549293
15,9,percent,Kelly Monaco,27.111,3865898,Alec Mazo,Actor/Actress,United States,29.0,0.2973767692307692,0.19227700484469118
15,9,percent,Apolo Anton Ohno,28.611,838957,Julianne Hough,Athlete,United States,24.0,0.06453515384615384,0.20291532535175608
15,9,percent,Emmitt Smith,27.0,880900,Cheryl Burke,Athlete,United States,37.0,0.06776153846153846,0.19148976912716836
15,9,percent,Shawn Johnson,29.5,3699002,Mark Ballas,Athlete,United States,17.0,0.2845386153846154,0.2092203033056099
